kelas_id,dosen_id,kuesioner,skor_kues,nilai_akhir
2024233317,284,"{""21"": 3.4067796610169494, ""22"": 3.5254237288135593, ""23"": 3.2203389830508473, ""24"": 3.4745762711864407, ""25"": 3.389830508474576, ""26"": 3.3728813559322033, ""27"": 3.542372881355932, ""28"": 3.559322033898305, ""29"": 3.5084745762711864, ""30"": 3.389830508474576, ""35"": 3.6271186440677967, ""37"": 3.457627118644068}","{""1"": 3.3841807909604520, ""2"": 3.4677966101694915, ""3"": 3.5423728813559322}",3.5550892882387844
2024233334,205,"{""21"": 3.41025641025641, ""22"": 3.4871794871794872, ""23"": 3.1794871794871793, ""24"": 3.58974358974359, ""25"": 3.3333333333333335, ""26"": 3.769230769230769, ""27"": 3.7948717948717947, ""28"": 3.6923076923076925, ""29"": 3.7948717948717947, ""30"": 3.6666666666666665, ""35"": 3.769230769230769, ""37"": 3.641025641025641}","{""1"": 3.3589743589743590, ""2"": 3.6358974358974359, ""3"": 3.7051282051282051}",3.3917500775193799
2024233209,287,"{""21"": 3.763157894736842, ""22"": 3.763157894736842, ""23"": 3.4473684210526314, ""24"": 3.763157894736842, ""25"": 3.8157894736842106, ""26"": 3.8947368421052633, ""27"": 3.9210526315789473, ""28"": 3.6052631578947367, ""29"": 3.736842105263158, ""30"": 3.736842105263158, ""35"": 3.710526315789474, ""37"": 3.736842105263158}","{""1"": 3.6578947368421053, ""2"": 3.8000000000000000, ""3"": 3.7236842105263158}",3.298422944317315
2024233274,533,"{""21"": 3.192982456140351, ""22"": 3.280701754385965, ""23"": 2.9649122807017543, ""24"": 3.4035087719298245, ""25"": 3.0350877192982457, ""26"": 3.1578947368421053, ""27"": 3.5964912280701755, ""28"": 3.56140350877193, ""29"": 3.3859649122807016, ""30"": 3.473684210526316, ""35"": 3.5964912280701755, ""37"": 3.3157894736842106}","{""1"": 3.1461988304093567, ""2"": 3.3508771929824561, ""3"": 3.4561403508771930}",3.4903210916179337
2024233275,928,"{""21"": 3.7727272727272725, ""22"": 3.757575757575758, ""23"": 3.6363636363636362, ""24"": 3.893939393939394, ""25"": 3.8333333333333335, ""26"": 3.8333333333333335, ""27"": 3.909090909090909, ""28"": 3.787878787878788, ""29"": 3.742424242424242, ""30"": 3.696969696969697, ""35"": 3.7727272727272725, ""37"": 3.787878787878788}","{""1"": 3.7222222222222222, ""2"": 3.8515151515151515, ""3"": 3.7803030303030303}",3.8094345776606646
2024233276,782,"{""25"": 3.0338983050847458, ""26"": 3.1864406779661017, ""27"": 3.5762711864406780}","{""1"": 3.6949152542372881, ""2"": 3.4813559322033898, ""3"": 3.8135593220338983}",3.6808436025257561
2024216577,569,"{""21"": 3.2, ""22"": 3, ""23"": 2, ""24"": 3.1, ""25"": 2.8, ""26"": 3.3, ""27"": 3.5, ""28"": 3.2, ""29"": 2.9, ""30"": 3.1, ""35"": 3.2, ""37"": 2.6}","{""1"": 2.7333333333333333, ""2"": 3.1800000000000000, ""3"": 2.9000000000000000}",3.3070537373737374
2024233276,1423,"{""21"": 3.76271186440678, ""22"": 3.864406779661017, ""23"": 3.457627118644068, ""24"": 3.7966101694915255, ""25"": 3.9661016949152543, ""26"": 3.915254237288136, ""27"": 3.9491525423728815, ""28"": 3.8135593220338984, ""29"": 3.847457627118644, ""30"": 3.7796610169491527, ""35"": 3.7966101694915255, ""37"": 3.830508474576271}","{""1"": 3.6949152542372881, ""2"": 3.8881355932203390, ""3"": 3.8135593220338983}",3.7079622465935527
2024233210,1259,"{""21"": 3.7, ""22"": 3.72, ""23"": 3.4, ""24"": 3.68, ""25"": 3.64, ""26"": 3.82, ""27"": 3.84, ""28"": 3.7, ""29"": 3.72, ""30"": 3.72, ""35"": 3.56, ""37"": 3.58}","{""1"": 3.6066666666666667, ""2"": 3.7360000000000000, ""3"": 3.5700000000000000}",3.5074529292929293
2024233277,1093,"{""21"": 2.8333333333333335, ""22"": 2.8181818181818183, ""23"": 2.515151515151515, ""24"": 2.803030303030303, ""25"": 2.303030303030303, ""26"": 2.5757575757575757, ""27"": 3.257575757575758, ""28"": 3.3484848484848486, ""29"": 3.1515151515151514, ""30"": 3.0303030303030303, ""35"": 3.3333333333333335, ""37"": 2.606060606060606}","{""1"": 2.7222222222222222, ""2"": 2.8575757575757576, ""3"": 2.9696969696969697}",3.4060596632996633
2022218567,400,"{""21"": 3.5441176470588234, ""22"": 3.5441176470588234, ""23"": 3.1176470588235294, ""24"": 3.588235294117647, ""25"": 3.7058823529411766, ""26"": 3.735294117647059, ""27"": 3.7941176470588234, ""28"": 3.5, ""29"": 3.5294117647058822, ""30"": 3.573529411764706, ""35"": 3.485294117647059, ""37"": 3.573529411764706}","{""1"": 3.4019607843137255, ""2"": 3.6647058823529412, ""3"": 3.5294117647058824}",3.3496727612257024
2022256220,543,"{""21"": 2.7777777777777777, ""22"": 2.7777777777777777, ""23"": 2.888888888888889, ""24"": 2.6666666666666665, ""25"": 2.6666666666666665, ""26"": 2.888888888888889, ""27"": 2.7777777777777777, ""28"": 3.444444444444444, ""29"": 3, ""30"": 2.7777777777777777, ""35"": 3.111111111111111, ""37"": 2.7777777777777777}","{""1"": 2.8148148148148148, ""2"": 2.8888888888888889, ""3"": 2.9444444444444445}",2.9596078252611586
2024233301,782,"{""21"": 3.484375, ""22"": 3.5625, ""23"": 3.265625, ""24"": 3.53125, ""25"": 3.34375, ""26"": 3.5625, ""27"": 3.71875, ""28"": 3.609375, ""29"": 3.640625, ""30"": 3.625, ""35"": 3.8125, ""37"": 3.578125}","{""1"": 3.4375000000000000, ""2"": 3.5531250000000000, ""3"": 3.6953125000000000}",3.5988563738738739
2024233250,437,"{""21"": 3.558139534883721, ""22"": 3.6744186046511627, ""23"": 3.2093023255813953, ""24"": 3.6511627906976742, ""25"": 3.7674418604651163, ""26"": 3.7906976744186047, ""27"": 3.813953488372093, ""28"": 3.627906976744186, ""29"": 3.697674418604651, ""30"": 3.558139534883721, ""35"": 3.558139534883721, ""37"": 3.5813953488372094}","{""1"": 3.4806201550387597, ""2"": 3.7302325581395349, ""3"": 3.5697674418604651}",3.1333182064143487
2024233302,533,"{""21"": 3.4166666666666665, ""22"": 3.566666666666667, ""23"": 3.1333333333333333, ""24"": 3.6, ""25"": 3.25, ""26"": 3.433333333333333, ""27"": 3.783333333333333, ""28"": 3.55, ""29"": 3.5, ""30"": 3.55, ""35"": 3.683333333333333, ""37"": 3.5}","{""1"": 3.3722222222222222, ""2"": 3.5233333333333333, ""3"": 3.5916666666666667}",3.5409794994994995
2024233250,644,"{""21"": 3.558139534883721, ""22"": 3.6744186046511627, ""23"": 3.2093023255813953, ""24"": 3.6511627906976742, ""25"": 3.7674418604651163, ""26"": 3.813953488372093, ""27"": 3.813953488372093, ""28"": 3.627906976744186, ""29"": 3.697674418604651, ""30"": 3.558139534883721, ""35"": 3.558139534883721, ""37"": 3.5813953488372094}","{""1"": 3.4806201550387597, ""2"": 3.7348837209302325, ""3"": 3.5697674418604651}",3.1336282839337285
2024233303,1686,"{""21"": 3.5, ""22"": 3.590909090909091, ""23"": 3.3636363636363638, ""24"": 3.393939393939394, ""25"": 3.621212121212121, ""26"": 3.5757575757575757, ""27"": 3.7272727272727275, ""28"": 3.606060606060606, ""29"": 3.4696969696969697, ""30"": 3.5757575757575757, ""35"": 3.6363636363636362, ""37"": 3.621212121212121}","{""1"": 3.4848484848484848, ""2"": 3.5848484848484849, ""3"": 3.6287878787878788}",3.5222308042449815
2024233491,1686,"{""21"": 4, ""22"": 4, ""23"": 4, ""24"": 4, ""25"": 4, ""26"": 4, ""27"": 4, ""28"": 4, ""29"": 4, ""30"": 4, ""35"": 4, ""37"": 4}","{""1"": 4.0000000000000000, ""2"": 4.0000000000000000, ""3"": 4.0000000000000000}",3.1
2024233251,593,"{""21"": 3.5952380952380953, ""22"": 3.6904761904761907, ""23"": 3.119047619047619, ""24"": 3.6904761904761907, ""25"": 3.761904761904762, ""26"": 3.9047619047619047, ""27"": 3.857142857142857, ""28"": 3.7142857142857144, ""29"": 3.6904761904761907, ""30"": 3.619047619047619, ""35"": 3.5, ""37"": 3.6904761904761907}","{""1"": 3.4682539682539682, ""2"": 3.7857142857142857, ""3"": 3.5952380952380953}",3.1950404232804233
2022201527,587,"{""25"": 3.8888888888888889, ""26"": 3.8888888888888889, ""27"": 3.8888888888888889}","{""1"": 3.8518518518518519, ""2"": 3.8666666666666667, ""3"": 3.8888888888888889}",3.8530344332210999
2022201527,1376,"{""21"": 3.888888888888889, ""22"": 3.888888888888889, ""23"": 3.7777777777777777, ""24"": 3.888888888888889, ""25"": 4, ""26"": 4, ""27"": 4, ""28"": 3.7777777777777777, ""29"": 3.888888888888889, ""30"": 3.888888888888889, ""35"": 3.888888888888889, ""37"": 3.888888888888889}","{""1"": 3.8518518518518519, ""2"": 3.9333333333333333, ""3"": 3.8888888888888889}",3.8574788776655443
2024216599,1265,"{""21"": 3.6486486486486487, ""22"": 3.5405405405405403, ""23"": 3.5675675675675675, ""24"": 3.5135135135135136, ""25"": 3.7837837837837838, ""26"": 3.675675675675676, ""27"": 3.7837837837837838, ""28"": 3.7027027027027026, ""29"": 3.4594594594594597, ""30"": 3.5945945945945947, ""35"": 3.756756756756757, ""37"": 3.756756756756757}","{""1"": 3.5855855855855856, ""2"": 3.6918918918918919, ""3"": 3.7567567567567568}",3.825309274152201
2022264126,430,"{""21"": 3.8181818181818183, ""22"": 3.909090909090909, ""23"": 3.5454545454545454, ""24"": 3.7272727272727275, ""25"": 3.909090909090909, ""26"": 3.909090909090909, ""27"": 3.909090909090909, ""28"": 3.7272727272727275, ""29"": 3.8181818181818183, ""30"": 3.8181818181818183, ""35"": 3.5454545454545454, ""37"": 3.8181818181818183}","{""1"": 3.7575757575757576, ""2"": 3.8363636363636364, ""3"": 3.6818181818181819}",3.6540638383838384
2022264126,1423,"{""21"": 3.8181818181818183, ""22"": 3.909090909090909, ""23"": 3.5454545454545454, ""24"": 3.7272727272727275, ""25"": 3.909090909090909, ""26"": 3.909090909090909, ""27"": 3.909090909090909, ""28"": 3.7272727272727275, ""29"": 3.8181818181818183, ""30"": 3.8181818181818183, ""35"": 3.5454545454545454, ""37"": 3.8181818181818183}","{""1"": 3.7575757575757576, ""2"": 3.8363636363636364, ""3"": 3.6818181818181819}",3.6540638383838384
2022237484,207,"{""21"": 3.8275862068965516, ""22"": 3.8620689655172415, ""23"": 3.655172413793103, ""24"": 3.8620689655172415, ""25"": 3.896551724137931, ""26"": 3.896551724137931, ""27"": 3.896551724137931, ""28"": 3.6206896551724137, ""29"": 3.793103448275862, ""30"": 3.7586206896551726, ""35"": 3.793103448275862, ""37"": 3.8620689655172415}","{""1"": 3.7816091954022988, ""2"": 3.8344827586206896, ""3"": 3.8275862068965518}",3.7124536955764542
2022275973,949,"{""21"": 3.526315789473684, ""22"": 3.5789473684210527, ""23"": 3.236842105263158, ""24"": 3.5, ""25"": 3.6842105263157894, ""26"": 3.6315789473684212, ""27"": 3.736842105263158, ""28"": 3.5526315789473686, ""29"": 3.5789473684210527, ""30"": 3.526315789473684, ""35"": 3.5789473684210527, ""37"": 3.473684210526316}","{""1"": 3.4473684210526316, ""2"": 3.6210526315789474, ""3"": 3.5263157894736842}",3.5748957894736842
2024233199,393,"{""21"": 3.6285714285714286, ""22"": 3.6285714285714286, ""23"": 3.2857142857142856, ""24"": 3.6, ""25"": 3.857142857142857, ""26"": 3.914285714285714, ""27"": 3.8285714285714287, ""28"": 3.6, ""29"": 3.7142857142857144, ""30"": 3.5428571428571427, ""35"": 3.657142857142857, ""37"": 3.657142857142857}","{""1"": 3.5142857142857143, ""2"": 3.7600000000000000, ""3"": 3.6571428571428571}",3.2009386489479513
2022259595,1260,"{""21"": 3, ""22"": 3.142857142857143, ""23"": 2.63265306122449, ""24"": 3.2448979591836733, ""25"": 3.142857142857143, ""26"": 3.204081632653061, ""27"": 3.5306122448979593, ""28"": 3.2653061224489797, ""29"": 3.204081632653061, ""30"": 3.1020408163265305, ""35"": 3.2448979591836733, ""37"": 3.2857142857142856}","{""1"": 2.9251700680272109, ""2"": 3.2775510204081633, ""3"": 3.2653061224489796}",3.2236563068125801
2022282846,798,"{""21"": 3.6666666666666665, ""22"": 3.7916666666666665, ""23"": 3.5, ""24"": 3.7083333333333335, ""25"": 3.7916666666666665, ""26"": 3.8333333333333335, ""27"": 3.7916666666666665, ""28"": 3.7916666666666665, ""29"": 3.75, ""30"": 3.6666666666666665, ""35"": 3.75, ""37"": 3.7083333333333335}","{""1"": 3.6527777777777778, ""2"": 3.7833333333333333, ""3"": 3.7291666666666667}",3.6138392592592593
2022282846,963,"{""21"": 3.6666666666666665, ""22"": 3.7916666666666665, ""23"": 3.5, ""24"": 3.7083333333333335, ""25"": 3.9166666666666665, ""26"": 3.9166666666666665, ""27"": 3.875, ""28"": 3.7916666666666665, ""29"": 3.75, ""30"": 3.6666666666666665, ""35"": 3.75, ""37"": 3.7083333333333335}","{""1"": 3.6527777777777778, ""2"": 3.8416666666666667, ""3"": 3.7291666666666667}",3.6177281481481481
2022239227,1260,"{""21"": 3.8260869565217392, ""22"": 3.782608695652174, ""23"": 3.782608695652174, ""24"": 3.5217391304347827, ""25"": 3.782608695652174, ""26"": 3.869565217391304, ""27"": 3.9565217391304346, ""28"": 3.4347826086956523, ""29"": 3.782608695652174, ""30"": 3.739130434782609, ""35"": 3.782608695652174, ""37"": 3.6956521739130435}","{""1"": 3.7971014492753623, ""2"": 3.7130434782608696, ""3"": 3.7391304347826087}",3.8729670754366407
2022235291,963,"{""21"": 3.125, ""22"": 3.234375, ""23"": 2.84375, ""24"": 3.203125, ""25"": 3.03125, ""26"": 3.15625, ""27"": 3.421875, ""28"": 3.40625, ""29"": 3.171875, ""30"": 3.140625, ""35"": 3.28125, ""37"": 3.15625}","{""1"": 3.0677083333333333, ""2"": 3.2437500000000000, ""3"": 3.2187500000000000}",3.3504217901234568
2024233340,1133,"{""21"": 3.604651162790698, ""22"": 3.6511627906976742, ""23"": 3.511627906976744, ""24"": 3.395348837209302, ""25"": 3.7674418604651163, ""26"": 3.8372093023255816, ""27"": 3.7674418604651163, ""28"": 3.3488372093023258, ""29"": 3.511627906976744, ""30"": 3.5348837209302326, ""35"": 3.744186046511628, ""37"": 3.5813953488372094}","{""1"": 3.5891472868217054, ""2"": 3.6232558139534884, ""3"": 3.6627906976744186}",3.3766795865633075
2024233341,208,"{""25"": 3.3488372093023256, ""26"": 3.5581395348837209, ""27"": 3.6976744186046512}","{""1"": 3.5193798449612403, ""2"": 3.5581395348837209, ""3"": 3.6395348837209303}",3.6772702842377261
2024233341,928,"{""21"": 3.697674418604651, ""22"": 3.488372093023256, ""23"": 3.372093023255814, ""24"": 3.697674418604651, ""25"": 3.86046511627907, ""26"": 3.9069767441860463, ""27"": 3.86046511627907, ""28"": 3.488372093023256, ""29"": 3.6511627906976742, ""30"": 3.511627906976744, ""35"": 3.6744186046511627, ""37"": 3.604651162790698}","{""1"": 3.5193798449612403, ""2"": 3.7627906976744186, ""3"": 3.6395348837209303}",3.6909136950904393
2024233375,794,"{""21"": 3.649122807017544, ""22"": 3.6666666666666665, ""23"": 3.508771929824561, ""24"": 3.6140350877192984, ""25"": 3.56140350877193, ""26"": 3.6666666666666665, ""27"": 3.824561403508772, ""28"": 3.719298245614035, ""29"": 3.7719298245614037, ""30"": 3.754385964912281, ""35"": 3.6140350877192984, ""37"": 3.6666666666666665}","{""1"": 3.6081871345029240, ""2"": 3.6771929824561403, ""3"": 3.6403508771929825}",3.4981130807695567
2022277644,336,"{""21"": 2.891891891891892, ""22"": 2.972972972972973, ""23"": 2.689189189189189, ""24"": 2.9594594594594597, ""25"": 2.8513513513513513, ""26"": 3.256756756756757, ""27"": 3.4054054054054053, ""28"": 3.324324324324324, ""29"": 3.27027027027027, ""30"": 3.22972972972973, ""35"": 3.1486486486486487, ""37"": 3.027027027027027}","{""1"": 2.8513513513513514, ""2"": 3.1594594594594595, ""3"": 3.0878378378378378}",3.3690955509355509
2024233309,1777,"{""21"": 3.753846153846154, ""22"": 3.753846153846154, ""23"": 3.4, ""24"": 3.8, ""25"": 3.723076923076923, ""26"": 3.830769230769231, ""27"": 3.953846153846154, ""28"": 3.8153846153846156, ""29"": 3.6615384615384614, ""30"": 3.6615384615384614, ""35"": 3.753846153846154, ""37"": 3.7384615384615385}","{""1"": 3.6358974358974359, ""2"": 3.8246153846153846, ""3"": 3.7461538461538462}",3.6809792192192192
2024233424,205,"{""21"": 3.696969696969697, ""22"": 3.7272727272727275, ""23"": 3.515151515151515, ""24"": 3.787878787878788, ""25"": 3.7272727272727275, ""26"": 3.787878787878788, ""27"": 3.8484848484848486, ""28"": 3.8181818181818183, ""29"": 3.787878787878788, ""30"": 3.757575757575758, ""35"": 3.757575757575758, ""37"": 3.696969696969697}","{""1"": 3.6464646464646465, ""2"": 3.7939393939393940, ""3"": 3.7272727272727273}",3.3317898332922723
2024233425,403,"{""21"": 3.782608695652174, ""22"": 3.739130434782609, ""23"": 3.739130434782609, ""24"": 3.8260869565217392, ""25"": 3.8260869565217392, ""26"": 3.8260869565217392, ""27"": 3.8260869565217392, ""28"": 3.782608695652174, ""29"": 3.8260869565217392, ""30"": 3.6956521739130435, ""35"": 3.739130434782609, ""37"": 3.782608695652174}","{""1"": 3.7536231884057971, ""2"": 3.8173913043478261, ""3"": 3.7608695652173913}",3.2961494635138571
2024233407,441,"{""21"": 3.4782608695652173, ""22"": 3.5652173913043477, ""23"": 3.391304347826087, ""24"": 3.4782608695652173, ""25"": 3.6521739130434785, ""26"": 3.739130434782609, ""27"": 3.8260869565217392, ""28"": 3.608695652173913, ""29"": 3.6521739130434785, ""30"": 3.6521739130434785, ""35"": 3.608695652173913, ""37"": 3.6956521739130435}","{""1"": 3.4782608695652174, ""2"": 3.6608695652173913, ""3"": 3.6521739130434783}",3.3242673486786019
2024233289,798,"{""21"": 3.627450980392157, ""22"": 3.7058823529411766, ""23"": 3.3529411764705883, ""24"": 3.7058823529411766, ""25"": 3.784313725490196, ""26"": 3.9019607843137254, ""27"": 3.8627450980392157, ""28"": 3.764705882352941, ""29"": 3.7254901960784315, ""30"": 3.823529411764706, ""35"": 3.803921568627451, ""37"": 3.843137254901961}","{""1"": 3.5620915032679739, ""2"": 3.8039215686274510, ""3"": 3.8235294117647059}",3.6398396875899207
2024233412,554,"{""21"": 3.909090909090909, ""22"": 3.909090909090909, ""23"": 3.8484848484848486, ""24"": 3.909090909090909, ""25"": 3.9696969696969697, ""26"": 3.9696969696969697, ""27"": 3.9696969696969697, ""28"": 3.909090909090909, ""29"": 3.909090909090909, ""30"": 3.909090909090909, ""35"": 3.909090909090909, ""37"": 3.909090909090909}","{""1"": 3.8888888888888889, ""2"": 3.9454545454545455, ""3"": 3.9090909090909091}",3.6608819643590375
2024233447,482,"{""25"": 3.6363636363636364, ""26"": 3.6363636363636364, ""27"": 3.7045454545454545}","{""1"": 3.6212121212121212, ""2"": 3.6636363636363636, ""3"": 3.6022727272727273}",3.6045229744251021
2024233413,1423,"{""21"": 3.870967741935484, ""22"": 3.870967741935484, ""23"": 3.5161290322580645, ""24"": 3.870967741935484, ""25"": 3.935483870967742, ""26"": 3.935483870967742, ""27"": 3.903225806451613, ""28"": 3.838709677419355, ""29"": 3.774193548387097, ""30"": 3.7419354838709675, ""35"": 3.7096774193548385, ""37"": 3.838709677419355}","{""1"": 3.7526881720430108, ""2"": 3.8967741935483871, ""3"": 3.7741935483870968}",3.4791986825535213
2024233449,335,"{""25"": 4.0000000000000000, ""26"": 3.7500000000000000, ""27"": 4.0000000000000000}","{""1"": 3.9166666666666667, ""2"": 3.9000000000000000, ""3"": 3.5000000000000000}",3.5810844444444444
2024233447,922,"{""21"": 3.659090909090909, ""22"": 3.7045454545454546, ""23"": 3.5, ""24"": 3.6818181818181817, ""25"": 3.75, ""26"": 3.75, ""27"": 3.7727272727272725, ""28"": 3.659090909090909, ""29"": 3.6818181818181817, ""30"": 3.659090909090909, ""35"": 3.5227272727272725, ""37"": 3.6818181818181817}","{""1"": 3.6212121212121212, ""2"": 3.7227272727272727, ""3"": 3.6022727272727273}",3.608462368364496
2024233417,543,"{""21"": 3.6857142857142855, ""22"": 3.7142857142857144, ""23"": 3.5142857142857142, ""24"": 3.5714285714285716, ""25"": 3.7142857142857144, ""26"": 3.8, ""27"": 3.8857142857142857, ""28"": 3.8, ""29"": 3.7714285714285714, ""30"": 3.7142857142857144, ""35"": 3.7142857142857144, ""37"": 3.742857142857143}","{""1"": 3.6380952380952381, ""2"": 3.7542857142857143, ""3"": 3.7285714285714286}",3.5767301587301587
2024233417,594,"{""21"": 3.6857142857142855, ""22"": 3.7142857142857144, ""23"": 3.5142857142857142, ""24"": 3.5714285714285716, ""25"": 3.6857142857142855, ""26"": 3.742857142857143, ""27"": 3.6857142857142855, ""28"": 3.8, ""29"": 3.7714285714285714, ""30"": 3.7142857142857144, ""35"": 3.7142857142857144, ""37"": 3.742857142857143}","{""1"": 3.6380952380952381, ""2"": 3.6971428571428571, ""3"": 3.7285714285714286}",3.5729206349206349
2024233449,891,"{""21"": 3.75, ""22"": 4, ""23"": 4, ""24"": 4, ""25"": 4, ""26"": 3.75, ""27"": 4, ""28"": 3.75, ""29"": 3.75, ""30"": 3.75, ""35"": 3.5, ""37"": 3.5}","{""1"": 3.9166666666666667, ""2"": 3.9000000000000000, ""3"": 3.5000000000000000}",3.5810844444444444
2024233489,2825,"{""21"": 4, ""22"": 4, ""23"": 4, ""24"": 4, ""25"": 4, ""26"": 4, ""27"": 4, ""28"": 4, ""29"": 4, ""30"": 4, ""35"": 4, ""37"": 4}","{""1"": 4.0000000000000000, ""2"": 4.0000000000000000, ""3"": 4.0000000000000000}",2.8
2024233429,930,"{""21"": 3.8461538461538463, ""22"": 3.8461538461538463, ""23"": 3.641025641025641, ""24"": 3.871794871794872, ""25"": 3.948717948717949, ""26"": 3.948717948717949, ""27"": 3.948717948717949, ""28"": 3.8205128205128207, ""29"": 3.871794871794872, ""30"": 3.8461538461538463, ""35"": 3.7435897435897436, ""37"": 3.8461538461538463}","{""1"": 3.7777777777777778, ""2"": 3.9076923076923077, ""3"": 3.7948717948717949}",3.5262981661724519
2024233438,882,"{""25"": 3.8571428571428571, ""26"": 3.8571428571428571, ""27"": 3.8571428571428571}","{""1"": 3.7857142857142857, ""2"": 3.4714285714285714, ""3"": 3.8214285714285715}",3.7257996638655462
2024233445,1266,"{""25"": 3.8333333333333333, ""26"": 3.6666666666666667, ""27"": 3.6666666666666667}","{""1"": 3.6111111111111111, ""2"": 3.7000000000000000, ""3"": 3.6666666666666667}",3.8153604232804233
2024233438,905,"{""21"": 3.857142857142857, ""22"": 3.857142857142857, ""23"": 3.642857142857143, ""24"": 3.4285714285714284, ""25"": 3.814814814814815, ""26"": 3.814814814814815, ""27"": 3.814814814814815, ""28"": 2.357142857142857, ""29"": 3.607142857142857, ""30"": 3.642857142857143, ""35"": 3.892857142857143, ""37"": 3.75}","{""1"": 3.7857142857142857, ""2"": 3.4460317460317460, ""3"": 3.8214285714285715}",3.7241065421724245
2024233445,1519,"{""21"": 3.6666666666666665, ""22"": 3.6666666666666665, ""23"": 3.5, ""24"": 3.6666666666666665, ""25"": 3.8333333333333335, ""26"": 3.6666666666666665, ""27"": 3.6666666666666665, ""28"": 3.6666666666666665, ""29"": 3.6666666666666665, ""30"": 3.6666666666666665, ""35"": 3.6666666666666665, ""37"": 3.6666666666666665}","{""1"": 3.6111111111111111, ""2"": 3.7000000000000000, ""3"": 3.6666666666666667}",3.8153604232804233
2024233439,1133,"{""21"": 3.6774193548387095, ""22"": 3.6774193548387095, ""23"": 3.6451612903225805, ""24"": 3.5161290322580645, ""25"": 3.7419354838709675, ""26"": 3.7419354838709675, ""27"": 3.7419354838709675, ""28"": 2.5483870967741935, ""29"": 3.6129032258064515, ""30"": 3.6774193548387095, ""35"": 3.806451612903226, ""37"": 3.7419354838709675}","{""1"": 3.6666666666666667, ""2"": 3.4580645161290322, ""3"": 3.7741935483870968}",3.7934406963645673
2024233439,1259,"{""25"": 3.7419354838709677, ""26"": 3.7419354838709677, ""27"": 3.7419354838709677}","{""1"": 3.6666666666666667, ""2"": 3.4580645161290322, ""3"": 3.7741935483870968}",3.7934406963645673
2024233441,713,"{""21"": 3.375, ""22"": 3.1875, ""23"": 3, ""24"": 3.375, ""25"": 3.4375, ""26"": 3.5625, ""27"": 3.75, ""28"": 3.625, ""29"": 3.5, ""30"": 3.5625, ""35"": 3.3125, ""37"": 3.375}","{""1"": 3.1875000000000000, ""2"": 3.5500000000000000, ""3"": 3.3437500000000000}",3.5586776190476191
2024233101,3051,"{""21"": 3.6527777777777777, ""22"": 3.7222222222222223, ""23"": 3.3472222222222223, ""24"": 3.805555555555556, ""25"": 3.819444444444444, ""26"": 3.819444444444444, ""27"": 3.8472222222222223, ""28"": 3.7222222222222223, ""29"": 3.736111111111111, ""30"": 3.611111111111111, ""35"": 3.805555555555556, ""37"": 3.763888888888889}","{""1"": 3.5740740740740741, ""2"": 3.8027777777777778, ""3"": 3.7847222222222223}",3.4999449382716049
2024233461,527,"{""25"": 3.6060606060606061, ""26"": 3.6363636363636364, ""27"": 3.6666666666666667}","{""1"": 3.7575757575757576, ""2"": 3.7151515151515152, ""3"": 3.8333333333333334}",3.7628129292929293
2024233461,794,"{""25"": 3.9393939393939394, ""26"": 3.9090909090909091, ""27"": 3.9393939393939394}","{""1"": 3.7575757575757576, ""2"": 3.8909090909090909, ""3"": 3.8333333333333334}",3.774530101010101
2024233461,1265,"{""21"": 3.787878787878788, ""22"": 3.787878787878788, ""23"": 3.696969696969697, ""24"": 3.787878787878788, ""25"": 3.9696969696969697, ""26"": 3.878787878787879, ""27"": 3.9393939393939394, ""28"": 3.878787878787879, ""29"": 3.757575757575758, ""30"": 3.8484848484848486, ""35"": 3.8181818181818183, ""37"": 3.8484848484848486}","{""1"": 3.7575757575757576, ""2"": 3.8909090909090909, ""3"": 3.8333333333333334}",3.774530101010101
2024233079,400,"{""21"": 3.4107142857142856, ""22"": 3.5714285714285716, ""23"": 3.107142857142857, ""24"": 3.5535714285714284, ""25"": 3.6607142857142856, ""26"": 3.732142857142857, ""27"": 3.857142857142857, ""28"": 3.5714285714285716, ""29"": 3.5357142857142856, ""30"": 3.4642857142857144, ""35"": 3.5, ""37"": 3.5357142857142856}","{""1"": 3.3630952380952381, ""2"": 3.6750000000000000, ""3"": 3.5178571428571429}",3.3740440827807917
2024233090,1266,"{""21"": 3.6176470588235294, ""22"": 3.6470588235294117, ""23"": 3.323529411764706, ""24"": 3.7058823529411766, ""25"": 3.7058823529411766, ""26"": 3.75, ""27"": 3.8529411764705883, ""28"": 3.588235294117647, ""29"": 3.6470588235294117, ""30"": 3.6470588235294117, ""35"": 3.823529411764706, ""37"": 3.735294117647059}","{""1"": 3.5294117647058824, ""2"": 3.7205882352941177, ""3"": 3.7794117647058824}",3.6893830065359477
2024219011,1660,"{""21"": 3.75, ""22"": 3.75, ""23"": 3.75, ""24"": 3.75, ""25"": 3.875, ""26"": 3.875, ""27"": 3.875, ""28"": 3.75, ""29"": 3.75, ""30"": 3.75, ""35"": 3.75, ""37"": 3.75}","{""1"": 3.7500000000000000, ""2"": 3.8250000000000000, ""3"": 3.7500000000000000}",3.655
