kelas_id,dosen_id,kuesioner,skor_kues,nilai_akhir
2022245436,930,"{""25"": 3.7777777777777778, ""26"": 3.6666666666666667, ""27"": 3.6666666666666667}","{""1"": 3.3703703703703704, ""2"": 3.5333333333333333, ""3"": 3.7222222222222223}",3.7203506172839506
2022245436,1423,"{""25"": 3.7777777777777778, ""26"": 3.7777777777777778, ""27"": 3.7777777777777778}","{""1"": 3.3703703703703704, ""2"": 3.5777777777777778, ""3"": 3.7222222222222223}",3.7233135802469136
2022246020,891,"{""21"": 3.5, ""22"": 3.25, ""23"": 3.25, ""24"": 3.25, ""25"": 3.25, ""26"": 3, ""27"": 3.5, ""28"": 3.5, ""29"": 3.5, ""30"": 3.5, ""35"": 3.25, ""37"": 3.5}","{""1"": 3.3333333333333333, ""2"": 3.3000000000000000, ""3"": 3.3750000000000000}",3.5338888888888889
2022246020,1777,"{""21"": 3.5, ""22"": 3.25, ""23"": 3.25, ""24"": 3.25, ""25"": 3.5, ""26"": 3.5, ""27"": 3.5, ""28"": 3.5, ""29"": 3.5, ""30"": 3.5, ""35"": 3.25, ""37"": 3.5}","{""1"": 3.3333333333333333, ""2"": 3.4500000000000000, ""3"": 3.3750000000000000}",3.5438888888888889
2022285175,482,"{""25"": 3.6666666666666667, ""26"": 3.6666666666666667, ""27"": 3.6666666666666667}","{""1"": 3.5555555555555556, ""2"": 3.6666666666666667, ""3"": 3.5000000000000000}",3.6773148148148148
2022285175,1266,"{""21"": 3.6666666666666665, ""22"": 3.6666666666666665, ""23"": 3.3333333333333335, ""24"": 3.6666666666666665, ""25"": 3.6666666666666665, ""26"": 3.6666666666666665, ""27"": 3.6666666666666665, ""28"": 3.6666666666666665, ""29"": 3.6666666666666665, ""30"": 3.6666666666666665, ""35"": 3.3333333333333335, ""37"": 3.6666666666666665}","{""1"": 3.5555555555555556, ""2"": 3.6666666666666667, ""3"": 3.5000000000000000}",3.6773148148148148
2022177019,430,"{""21"": 3.2, ""22"": 3.2266666666666666, ""23"": 3.04, ""24"": 3.2, ""25"": 3.0933333333333333, ""26"": 3.2533333333333334, ""27"": 3.586666666666667, ""28"": 3.48, ""29"": 3.3066666666666666, ""30"": 3.3866666666666667, ""35"": 3.44, ""37"": 3.28}","{""1"": 3.1555555555555556, ""2"": 3.3226666666666667, ""3"": 3.3600000000000000}",3.5122281481481481
2022179765,475,"{""21"": 3.411764705882353, ""22"": 3.5441176470588234, ""23"": 3.2205882352941178, ""24"": 3.3529411764705883, ""25"": 3.3529411764705883, ""26"": 3.3823529411764706, ""27"": 3.7058823529411766, ""28"": 3.6323529411764706, ""29"": 3.3529411764705883, ""30"": 3.3676470588235294, ""35"": 3.5441176470588234, ""37"": 3.485294117647059}","{""1"": 3.3921568627450980, ""2"": 3.4852941176470588, ""3"": 3.5147058823529412}",3.5131837908496732
2022163756,205,"{""21"": 3.1864406779661016, ""22"": 3.23728813559322, ""23"": 2.6440677966101696, ""24"": 3.2203389830508473, ""25"": 2.9661016949152543, ""26"": 3.2203389830508473, ""27"": 3.694915254237288, ""28"": 3.5932203389830506, ""29"": 3.5084745762711864, ""30"": 3.4745762711864407, ""35"": 3.389830508474576, ""37"": 3.288135593220339}","{""1"": 3.0225988700564972, ""2"": 3.3389830508474576, ""3"": 3.3389830508474577}",3.4507474083731711
2022147003,1266,"{""21"": 3.3214285714285716, ""22"": 3.357142857142857, ""23"": 2.6785714285714284, ""24"": 3.4285714285714284, ""25"": 3.25, ""26"": 3.75, ""27"": 3.7142857142857144, ""28"": 3.5714285714285716, ""29"": 3.5, ""30"": 3.25, ""35"": 3.5714285714285716, ""37"": 3.392857142857143}","{""1"": 3.1190476190476190, ""2"": 3.5428571428571429, ""3"": 3.4821428571428572}",3.3104508939014202
2022106535,1260,"{""25"": 3.6086956521739130, ""26"": 3.6811594202898551, ""27"": 3.7536231884057971}","{""1"": 3.4830917874396135, ""2"": 3.6173913043478261, ""3"": 3.6956521739130435}",3.6258968715946441
2022106535,2825,"{""21"": 3.6231884057971016, ""22"": 3.63768115942029, ""23"": 3.1884057971014492, ""24"": 3.4782608695652173, ""25"": 3.7971014492753623, ""26"": 3.7681159420289854, ""27"": 3.753623188405797, ""28"": 3.5652173913043477, ""29"": 3.681159420289855, ""30"": 3.63768115942029, ""35"": 3.6521739130434785, ""37"": 3.739130434782609}","{""1"": 3.4830917874396135, ""2"": 3.6724637681159420, ""3"": 3.6956521739130435}",3.6295683691791851
2022118155,1093,"{""21"": 3, ""22"": 3.0579710144927534, ""23"": 2.8260869565217392, ""24"": 2.9420289855072466, ""25"": 2.7246376811594204, ""26"": 2.8550724637681157, ""27"": 3.4347826086956523, ""28"": 3.36231884057971, ""29"": 3.1449275362318843, ""30"": 3.2028985507246377, ""35"": 3.4782608695652173, ""37"": 3}","{""1"": 2.9613526570048309, ""2"": 3.0637681159420290, ""3"": 3.2391304347826087}",3.4064167471819646
2022112317,963,"{""21"": 2.935483870967742, ""22"": 3.193548387096774, ""23"": 2.5806451612903225, ""24"": 3.193548387096774, ""25"": 3.0161290322580645, ""26"": 3.096774193548387, ""27"": 3.435483870967742, ""28"": 3.3548387096774195, ""29"": 3.1451612903225805, ""30"": 3.161290322580645, ""35"": 3.2903225806451615, ""37"": 3.129032258064516}","{""1"": 2.9032258064516129, ""2"": 3.2193548387096774, ""3"": 3.2096774193548387}",3.4323001028517999
2022123758,1169,"{""21"": 3.3466666666666667, ""22"": 3.6533333333333333, ""23"": 2.7066666666666666, ""24"": 3.533333333333333, ""25"": 3.8, ""26"": 3.56, ""27"": 3.8533333333333335, ""28"": 3.6266666666666665, ""29"": 3.506666666666667, ""30"": 3.4, ""35"": 3.56, ""37"": 3.6}","{""1"": 3.2355555555555556, ""2"": 3.6746666666666667, ""3"": 3.5800000000000000}",3.4411481481481482
2022159577,543,"{""25"": 3.0674157303370787, ""26"": 3.3932584269662921, ""27"": 3.5842696629213483}","{""1"": 3.1535580524344569, ""2"": 3.3460674157303371, ""3"": 3.4606741573033708}",3.4177973663355588
2022159577,683,"{""21"": 3.235955056179775, ""22"": 3.303370786516854, ""23"": 2.9213483146067416, ""24"": 3.2247191011235956, ""25"": 3.6741573033707864, ""26"": 3.752808988764045, ""27"": 3.808988764044944, ""28"": 3.460674157303371, ""29"": 3.4831460674157304, ""30"": 3.4157303370786516, ""35"": 3.539325842696629, ""37"": 3.3820224719101124}","{""1"": 3.1535580524344569, ""2"": 3.5842696629213483, ""3"": 3.4606741573033708}",3.4336775161482929
2022179854,545,"{""25"": 3.3939393939393939, ""26"": 3.6363636363636364, ""27"": 3.7272727272727273}","{""1"": 3.3838383838383839, ""2"": 3.5363636363636364, ""3"": 3.5378787878787879}",3.6116282443482444
2022179854,956,"{""25"": 3.7424242424242424, ""26"": 3.6969696969696970, ""27"": 3.7727272727272727}","{""1"": 3.3838383838383839, ""2"": 3.6272727272727273, ""3"": 3.5378787878787879}",3.6176888504088504
2022164236,782,"{""21"": 3.044776119402985, ""22"": 3.208955223880597, ""23"": 2.4776119402985075, ""24"": 3.2388059701492535, ""25"": 3.1641791044776117, ""26"": 3.2238805970149254, ""27"": 3.6417910447761193, ""28"": 3.5223880597014925, ""29"": 3.3134328358208953, ""30"": 3.253731343283582, ""35"": 3.3134328358208953, ""37"": 3.2686567164179103}","{""1"": 2.9104477611940299, ""2"": 3.3582089552238806, ""3"": 3.2910447761194030}",3.3873020042643923
2022111053,882,"{""21"": 3.375, ""22"": 3.5625, ""23"": 3.3125, ""24"": 3.1875, ""25"": 3.375, ""26"": 3.4375, ""27"": 3.625, ""28"": 3.4375, ""29"": 3.25, ""30"": 3.4375, ""35"": 3.375, ""37"": 3.4375}","{""1"": 3.4166666666666667, ""2"": 3.4125000000000000, ""3"": 3.4062500000000000}",3.2880449206349206
2022111053,928,"{""21"": 3.375, ""22"": 3.5625, ""23"": 3.3125, ""24"": 3.1875, ""25"": 3.625, ""26"": 3.6875, ""27"": 3.6875, ""28"": 3.4375, ""29"": 3.25, ""30"": 3.4375, ""35"": 3.375, ""37"": 3.4375}","{""1"": 3.4166666666666667, ""2"": 3.5250000000000000, ""3"": 3.4062500000000000}",3.2955449206349206
2022161434,956,"{""25"": 3.7000000000000000, ""26"": 3.7000000000000000, ""27"": 3.7000000000000000}","{""1"": 3.5500000000000000, ""2"": 3.6600000000000000, ""3"": 3.5750000000000000}",3.26564
2022154530,337,"{""21"": 3.4383561643835616, ""22"": 3.4931506849315066, ""23"": 2.6986301369863015, ""24"": 3.5753424657534247, ""25"": 3.616438356164384, ""26"": 3.671232876712329, ""27"": 3.8493150684931505, ""28"": 3.4246575342465753, ""29"": 3.5753424657534247, ""30"": 3.4246575342465753, ""35"": 3.4383561643835616, ""37"": 3.5068493150684934}","{""1"": 3.2100456621004566, ""2"": 3.6273972602739726, ""3"": 3.4726027397260274}",3.3995514424084287
2022182365,4637,"{""21"": 3.3548387096774195, ""22"": 3.467741935483871, ""23"": 2.8870967741935485, ""24"": 3.5806451612903225, ""25"": 3.693548387096774, ""26"": 3.6451612903225805, ""27"": 3.8225806451612905, ""28"": 3.6129032258064515, ""29"": 3.5483870967741935, ""30"": 3.435483870967742, ""35"": 3.6451612903225805, ""37"": 3.6129032258064515}","{""1"": 3.2365591397849463, ""2"": 3.6709677419354839, ""3"": 3.6290322580645161}",3.4522095836779708
2022177340,922,"{""21"": 3.647887323943662, ""22"": 3.7183098591549295, ""23"": 3, ""24"": 3.76056338028169, ""25"": 3.9577464788732395, ""26"": 3.859154929577465, ""27"": 3.943661971830986, ""28"": 3.676056338028169, ""29"": 3.76056338028169, ""30"": 3.647887323943662, ""35"": 3.535211267605634, ""37"": 3.76056338028169}","{""1"": 3.4553990610328639, ""2"": 3.8394366197183098, ""3"": 3.6478873239436620}",3.4489302515950403
2022152624,437,"{""21"": 3.607142857142857, ""22"": 3.738095238095238, ""23"": 3.0238095238095237, ""24"": 3.642857142857143, ""25"": 3.857142857142857, ""26"": 3.869047619047619, ""27"": 3.892857142857143, ""28"": 3.6666666666666665, ""29"": 3.5833333333333335, ""30"": 3.5238095238095237, ""35"": 3.7142857142857144, ""37"": 3.6904761904761907}","{""1"": 3.4563492063492063, ""2"": 3.7857142857142857, ""3"": 3.7023809523809524}",3.5213289702889703
2022152624,1743,"{""21"": 3.607142857142857, ""22"": 3.738095238095238, ""23"": 3.0238095238095237, ""24"": 3.642857142857143, ""25"": 3.9285714285714284, ""26"": 3.9166666666666665, ""27"": 3.9523809523809526, ""28"": 3.6666666666666665, ""29"": 3.5833333333333335, ""30"": 3.5238095238095237, ""35"": 3.7142857142857144, ""37"": 3.6904761904761907}","{""1"": 3.4563492063492063, ""2"": 3.8214285714285715, ""3"": 3.7023809523809524}",3.5237099226699227
2022139360,891,"{""21"": 3.452054794520548, ""22"": 3.452054794520548, ""23"": 2.9863013698630136, ""24"": 3.452054794520548, ""25"": 3.3333333333333335, ""26"": 3.430555555555556, ""27"": 3.680555555555556, ""28"": 3.5205479452054793, ""29"": 3.5342465753424657, ""30"": 3.4383561643835616, ""35"": 3.5753424657534247, ""37"": 3.4794520547945207}","{""1"": 3.2968036529680365, ""2"": 3.4834094368340944, ""3"": 3.5273972602739726}",3.5746197376241212
2022139360,928,"{""25"": 3.6527777777777778, ""26"": 3.6111111111111111, ""27"": 3.7500000000000000}","{""1"": 3.2968036529680365, ""2"": 3.5972983257229833, ""3"": 3.5273972602739726}",3.5822123302167138
2022123466,713,"{""21"": 3.4, ""22"": 3.4461538461538463, ""23"": 2.8615384615384616, ""24"": 3.4923076923076923, ""25"": 3.4923076923076923, ""26"": 3.353846153846154, ""27"": 3.723076923076923, ""28"": 3.430769230769231, ""29"": 3.4461538461538463, ""30"": 3.3846153846153846, ""35"": 3.4, ""37"": 3.3384615384615386}","{""1"": 3.2358974358974359, ""2"": 3.4984615384615385, ""3"": 3.3692307692307693}",3.4937011002768749
2022123466,1777,"{""25"": 3.4461538461538462, ""26"": 3.6000000000000000, ""27"": 3.7692307692307692}","{""1"": 3.2358974358974359, ""2"": 3.5476923076923077, ""3"": 3.3692307692307693}",3.4969831515589262
2022146079,207,"{""21"": 3.3855421686746987, ""22"": 3.5783132530120483, ""23"": 2.8674698795180724, ""24"": 3.662650602409639, ""25"": 3.7228915662650603, ""26"": 3.819277108433735, ""27"": 3.8674698795180724, ""28"": 3.674698795180723, ""29"": 3.4216867469879517, ""30"": 3.4457831325301207, ""35"": 3.5301204819277108, ""37"": 3.662650602409639}","{""1"": 3.2771084337349398, ""2"": 3.7493975903614458, ""3"": 3.5963855421686747}",3.3395984853700516
2022150985,336,"{""21"": 2.776470588235294, ""22"": 3.023529411764706, ""23"": 2.447058823529412, ""24"": 2.823529411764706, ""25"": 2.6470588235294117, ""26"": 3.1058823529411765, ""27"": 3.447058823529412, ""28"": 3.223529411764706, ""29"": 3.2470588235294118, ""30"": 3.164705882352941, ""35"": 3.364705882352941, ""37"": 2.9529411764705884}","{""1"": 2.7490196078431373, ""2"": 3.0494117647058824, ""3"": 3.1588235294117647}",3.3404878548872733
2022180991,426,"{""21"": 3.5, ""22"": 3.6052631578947367, ""23"": 3.1710526315789473, ""24"": 3.6184210526315788, ""25"": 3.526315789473684, ""26"": 3.5921052631578947, ""27"": 3.8026315789473686, ""28"": 3.5921052631578947, ""29"": 3.539473684210526, ""30"": 3.486842105263158, ""35"": 3.5789473684210527, ""37"": 3.5657894736842106}","{""1"": 3.4254385964912281, ""2"": 3.6263157894736842, ""3"": 3.5723684210526316}",3.5220386633249791
2022176192,1423,"{""21"": 3.5846153846153848, ""22"": 3.6923076923076925, ""23"": 2.9076923076923076, ""24"": 3.830769230769231, ""25"": 3.9076923076923076, ""26"": 3.9076923076923076, ""27"": 3.9076923076923076, ""28"": 3.6923076923076925, ""29"": 3.6923076923076925, ""30"": 3.5384615384615383, ""35"": 3.5846153846153848, ""37"": 3.753846153846154}","{""1"": 3.3948717948717949, ""2"": 3.8492307692307692, ""3"": 3.6692307692307692}",3.4640691787439614
2022161869,337,"{""21"": 3.215909090909091, ""22"": 3.2954545454545454, ""23"": 2.8068181818181817, ""24"": 3.340909090909091, ""25"": 3.3793103448275863, ""26"": 3.4482758620689653, ""27"": 3.67816091954023, ""28"": 3.465909090909091, ""29"": 3.4318181818181817, ""30"": 3.2954545454545454, ""35"": 3.5681818181818183, ""37"": 3.3068181818181817}","{""1"": 3.1060606060606061, ""2"": 3.4625130616509927, ""3"": 3.4375000000000000}",3.3238920033793548
2022161869,1168,"{""25"": 3.2727272727272727, ""26"": 3.2045454545454545, ""27"": 3.5795454545454545}","{""1"": 3.1060606060606061, ""2"": 3.3727272727272727, ""3"": 3.4375000000000000}",3.3179062841177735
2022102515,1168,"{""21"": 3.476923076923077, ""22"": 3.5384615384615383, ""23"": 3.123076923076923, ""24"": 3.523076923076923, ""25"": 3.476923076923077, ""26"": 3.476923076923077, ""27"": 3.7846153846153845, ""28"": 3.569230769230769, ""29"": 3.6, ""30"": 3.523076923076923, ""35"": 3.646153846153846, ""37"": 3.5846153846153848}","{""1"": 3.3794871794871795, ""2"": 3.5661538461538461, ""3"": 3.6153846153846154}",3.6375540903540903
2022158488,525,"{""21"": 3.7317073170731705, ""22"": 3.8048780487804876, ""23"": 3.5609756097560976, ""24"": 3.707317073170732, ""25"": 3.902439024390244, ""26"": 3.951219512195122, ""27"": 3.902439024390244, ""28"": 3.707317073170732, ""29"": 3.658536585365854, ""30"": 3.658536585365854, ""35"": 3.7804878048780486, ""37"": 3.8780487804878048}","{""1"": 3.6991869918699187, ""2"": 3.8341463414634146, ""3"": 3.8292682926829269}",3.8354441663720985
2022158488,989,"{""25"": 3.6829268292682927, ""26"": 3.6829268292682927, ""27"": 3.7560975609756098}","{""1"": 3.6991869918699187, ""2"": 3.7073170731707317, ""3"": 3.8292682926829269}",3.826988881819253
2022182263,587,"{""25"": 3.5937500000000000, ""26"": 3.6875000000000000, ""27"": 3.7187500000000000}","{""1"": 3.5729166666666667, ""2"": 3.6687500000000000, ""3"": 3.6250000000000000}",3.8368005734767025
2022182263,1222,"{""21"": 3.625, ""22"": 3.65625, ""23"": 3.4375, ""24"": 3.6875, ""25"": 3.84375, ""26"": 3.84375, ""27"": 3.75, ""28"": 3.65625, ""29"": 3.53125, ""30"": 3.5625, ""35"": 3.59375, ""37"": 3.65625}","{""1"": 3.5729166666666667, ""2"": 3.7562500000000000, ""3"": 3.6250000000000000}",3.8426339068100358
2022188824,1363,"{""21"": 3.444444444444444, ""22"": 3.507936507936508, ""23"": 2.7142857142857144, ""24"": 3.555555555555556, ""25"": 3.8253968253968256, ""26"": 3.6666666666666665, ""27"": 3.7936507936507935, ""28"": 3.619047619047619, ""29"": 3.6031746031746033, ""30"": 3.4603174603174605, ""35"": 3.507936507936508, ""37"": 3.6507936507936507}","{""1"": 3.2222222222222222, ""2"": 3.6920634920634921, ""3"": 3.5793650793650794}",3.3702515021854152
2022184212,905,"{""21"": 3.5434782608695654, ""22"": 3.630434782608696, ""23"": 3.130434782608696, ""24"": 3.5434782608695654, ""25"": 3.782608695652174, ""26"": 3.630434782608696, ""27"": 3.760869565217391, ""28"": 3.5217391304347827, ""29"": 3.4347826086956523, ""30"": 3.391304347826087, ""35"": 3.6739130434782608, ""37"": 3.608695652173913}","{""1"": 3.4347826086956522, ""2"": 3.6478260869565217, ""3"": 3.6413043478260870}",3.4345864041564124
2022184212,1181,"{""21"": 3.5434782608695654, ""22"": 3.630434782608696, ""23"": 3.130434782608696, ""24"": 3.5434782608695654, ""25"": 3.869565217391304, ""26"": 3.8260869565217392, ""27"": 3.8478260869565215, ""28"": 3.5217391304347827, ""29"": 3.4347826086956523, ""30"": 3.391304347826087, ""35"": 3.6739130434782608, ""37"": 3.608695652173913}","{""1"": 3.4347826086956522, ""2"": 3.7217391304347826, ""3"": 3.6413043478260870}",3.4395139403882964
2022183006,403,"{""21"": 3.732394366197183, ""22"": 3.6901408450704225, ""23"": 3.084507042253521, ""24"": 3.8028169014084505, ""25"": 3.8450704225352115, ""26"": 3.8309859154929575, ""27"": 3.9014084507042255, ""28"": 3.6619718309859155, ""29"": 3.5211267605633805, ""30"": 3.4788732394366195, ""35"": 3.6056338028169015, ""37"": 3.732394366197183}","{""1"": 3.5023474178403756, ""2"": 3.8084507042253521, ""3"": 3.6690140845070423}",3.653338831789536
2022183006,437,"{""21"": 3.732394366197183, ""22"": 3.6901408450704225, ""23"": 3.084507042253521, ""24"": 3.8028169014084505, ""25"": 3.915492957746479, ""26"": 3.8309859154929575, ""27"": 3.915492957746479, ""28"": 3.6619718309859155, ""29"": 3.5211267605633805, ""30"": 3.4788732394366195, ""35"": 3.6056338028169015, ""37"": 3.732394366197183}","{""1"": 3.5023474178403756, ""2"": 3.8253521126760563, ""3"": 3.6690140845070423}",3.6544655923529163
2022192574,949,"{""21"": 3.4128440366972477, ""22"": 3.467889908256881, ""23"": 2.7522935779816513, ""24"": 3.44954128440367, ""25"": 3.6605504587155964, ""26"": 3.63302752293578, ""27"": 3.7155963302752295, ""28"": 3.4311926605504586, ""29"": 3.1559633027522938, ""30"": 3.1743119266055047, ""35"": 3.4862385321100917, ""37"": 3.477064220183486}","{""1"": 3.2110091743119266, ""2"": 3.5779816513761468, ""3"": 3.4816513761467890}",3.4252152865739371
2022129841,265,"{""21"": 3.7857142857142856, ""22"": 3.857142857142857, ""23"": 3.5, ""24"": 3.7142857142857144, ""25"": 3.9285714285714284, ""26"": 3.857142857142857, ""27"": 3.9285714285714284, ""28"": 3.5, ""29"": 4, ""30"": 3.7857142857142856, ""35"": 4, ""37"": 3.9285714285714284}","{""1"": 3.7142857142857143, ""2"": 3.7857142857142857, ""3"": 3.9642857142857143}",3.7653371428571429
2022166405,265,"{""21"": 4, ""22"": 4, ""23"": 4, ""24"": 3.75, ""25"": 4, ""26"": 4, ""27"": 4, ""28"": 3.75, ""29"": 4, ""30"": 4, ""35"": 3.75, ""37"": 4}","{""1"": 4.0000000000000000, ""2"": 3.9000000000000000, ""3"": 3.8750000000000000}",3.85532
2022199039,265,"{""21"": 4, ""22"": 4, ""23"": 4, ""24"": 4, ""25"": 4, ""26"": 4, ""27"": 4, ""28"": 4, ""29"": 4, ""30"": 4, ""35"": 4, ""37"": 4}","{""1"": 4.0000000000000000, ""2"": 4.0000000000000000, ""3"": 4.0000000000000000}",3.84328
2022116856,41,"{""21"": 3.3076923076923075, ""22"": 3.269230769230769, ""23"": 3, ""24"": 3.1923076923076925, ""25"": 3.1923076923076925, ""26"": 3.3461538461538463, ""27"": 3.5384615384615383, ""28"": 2.3461538461538463, ""29"": 3.269230769230769, ""30"": 3.230769230769231, ""35"": 3.730769230769231, ""37"": 3.3846153846153846}","{""1"": 3.1923076923076923, ""2"": 3.1230769230769231, ""3"": 3.5576923076923077}",3.6486584615384615
2022116856,1660,"{""21"": 3.3076923076923075, ""22"": 3.269230769230769, ""23"": 3, ""24"": 3.1923076923076925, ""25"": 3.6923076923076925, ""26"": 3.6923076923076925, ""27"": 3.6923076923076925, ""28"": 2.3461538461538463, ""29"": 3.269230769230769, ""30"": 3.230769230769231, ""35"": 3.730769230769231, ""37"": 3.3846153846153846}","{""1"": 3.1923076923076923, ""2"": 3.3230769230769231, ""3"": 3.5576923076923077}",3.6619917948717949
2022131430,533,"{""21"": 3.1857142857142855, ""22"": 3.142857142857143, ""23"": 2.8285714285714287, ""24"": 3.1285714285714286, ""25"": 3.0285714285714285, ""26"": 3.1, ""27"": 3.5714285714285716, ""28"": 3.257142857142857, ""29"": 3.3714285714285714, ""30"": 3.357142857142857, ""35"": 3.5142857142857142, ""37"": 3.0714285714285716}","{""1"": 3.0523809523809524, ""2"": 3.2171428571428571, ""3"": 3.2928571428571429}",3.5061212526812527
2022143058,1259,"{""21"": 3.373134328358209, ""22"": 3.4925373134328357, ""23"": 2.8059701492537314, ""24"": 3.537313432835821, ""25"": 3.6417910447761193, ""26"": 3.716417910447761, ""27"": 3.8208955223880596, ""28"": 3.582089552238806, ""29"": 3.5223880597014925, ""30"": 3.3582089552238807, ""35"": 3.537313432835821, ""37"": 3.4776119402985075}","{""1"": 3.2238805970149254, ""2"": 3.6597014925373134, ""3"": 3.5074626865671642}",3.4883820326936745
2022117493,1093,"{""21"": 3.338235294117647, ""22"": 3.3529411764705883, ""23"": 2.8823529411764706, ""24"": 3.1470588235294117, ""25"": 3.088235294117647, ""26"": 3.1029411764705883, ""27"": 3.5441176470588234, ""28"": 3.25, ""29"": 3.3676470588235294, ""30"": 3.3676470588235294, ""35"": 3.5441176470588234, ""37"": 3.2794117647058822}","{""1"": 3.1911764705882353, ""2"": 3.2264705882352941, ""3"": 3.4117647058823530}",3.5061855462184874
2022104860,1260,"{""21"": 3.4, ""22"": 3.4823529411764707, ""23"": 3.0470588235294116, ""24"": 3.4941176470588236, ""25"": 3.3529411764705883, ""26"": 3.4823529411764707, ""27"": 3.7411764705882353, ""28"": 3.4235294117647057, ""29"": 3.5764705882352943, ""30"": 3.458823529411765, ""35"": 3.6470588235294117, ""37"": 3.4823529411764707}","{""1"": 3.3098039215686275, ""2"": 3.4988235294117647, ""3"": 3.5647058823529412}",3.5101955555555556
2022173924,980,"{""21"": 3.5, ""22"": 3.5, ""23"": 3.5, ""24"": 3.25, ""25"": 3.75, ""26"": 3.75, ""27"": 3.75, ""28"": 3.5, ""29"": 3.5, ""30"": 3.5, ""35"": 4, ""37"": 4}","{""1"": 3.5000000000000000, ""2"": 3.6000000000000000, ""3"": 4.0000000000000000}",3.7788533333333333
2022173924,989,"{""25"": 3.7500000000000000, ""26"": 3.7500000000000000, ""27"": 3.7500000000000000}","{""1"": 3.5000000000000000, ""2"": 3.6000000000000000, ""3"": 4.0000000000000000}",3.7788533333333333
2022180631,905,"{""21"": 3.4, ""22"": 3.22, ""23"": 2.78, ""24"": 3.5, ""25"": 3.86, ""26"": 3.82, ""27"": 3.8, ""28"": 3.6, ""29"": 3.5, ""30"": 3.36, ""35"": 3.68, ""37"": 3.56}","{""1"": 3.1333333333333333, ""2"": 3.7160000000000000, ""3"": 3.6200000000000000}",3.4018326984126984
2022180631,4637,"{""21"": 3.4, ""22"": 3.22, ""23"": 2.78, ""24"": 3.5, ""25"": 3.56, ""26"": 3.66, ""27"": 3.78, ""28"": 3.6, ""29"": 3.5, ""30"": 3.36, ""35"": 3.68, ""37"": 3.56}","{""1"": 3.1333333333333333, ""2"": 3.6200000000000000, ""3"": 3.6200000000000000}",3.3954326984126984
2022117516,1181,"{""25"": 3.7333333333333333, ""26"": 3.7500000000000000, ""27"": 3.8000000000000000}","{""1"": 3.3111111111111111, ""2"": 3.6300000000000000, ""3"": 3.5083333333333333}",3.4298639153439153
2022117516,1255,"{""25"": 3.4333333333333333, ""26"": 3.5666666666666667, ""27"": 3.6833333333333333}","{""1"": 3.3111111111111111, ""2"": 3.5100000000000000, ""3"": 3.5083333333333333}",3.4218639153439153
2022118745,147,"{""21"": 3.875, ""22"": 3.75, ""23"": 3.375, ""24"": 3.625, ""25"": 3.875, ""26"": 3.875, ""27"": 3.875, ""28"": 3.875, ""29"": 3.625, ""30"": 3.75, ""35"": 3.875, ""37"": 3.875}","{""1"": 3.6666666666666667, ""2"": 3.8250000000000000, ""3"": 3.8750000000000000}",3.6951466666666667
2022188461,1070,"{""21"": 3.507042253521127, ""22"": 3.507042253521127, ""23"": 2.887323943661972, ""24"": 3.380281690140845, ""25"": 3.507042253521127, ""26"": 3.676056338028169, ""27"": 3.732394366197183, ""28"": 3.535211267605634, ""29"": 3.507042253521127, ""30"": 3.436619718309859, ""35"": 3.492957746478873, ""37"": 3.436619718309859}","{""1"": 3.3004694835680751, ""2"": 3.5661971830985916, ""3"": 3.4647887323943662}",3.5537236932707355
2022113414,400,"{""21"": 3.4431818181818183, ""22"": 3.6136363636363638, ""23"": 2.8863636363636362, ""24"": 3.5568181818181817, ""25"": 3.8863636363636362, ""26"": 3.9204545454545454, ""27"": 3.8863636363636362, ""28"": 3.5113636363636362, ""29"": 3.5227272727272725, ""30"": 3.4204545454545454, ""35"": 3.5113636363636362, ""37"": 3.5227272727272725}","{""1"": 3.3143939393939394, ""2"": 3.7522727272727273, ""3"": 3.5170454545454546}",3.3154752761659145
2022113414,713,"{""25"": 2.9318181818181818, ""26"": 3.0795454545454545, ""27"": 3.5909090909090909}","{""1"": 3.3143939393939394, ""2"": 3.3340909090909091, ""3"": 3.5170454545454546}",3.2875964882871266
2022135179,287,"{""21"": 3.5342465753424657, ""22"": 3.5616438356164384, ""23"": 2.9315068493150687, ""24"": 3.5616438356164384, ""25"": 3.589041095890411, ""26"": 3.6027397260273974, ""27"": 3.7945205479452055, ""28"": 3.643835616438356, ""29"": 3.6301369863013697, ""30"": 3.5205479452054793, ""35"": 3.589041095890411, ""37"": 3.5753424657534247}","{""1"": 3.3424657534246576, ""2"": 3.6383561643835617, ""3"": 3.5821917808219179}",3.5289450096275513
2022135179,1803,"{""21"": 3.5342465753424657, ""22"": 3.5616438356164384, ""23"": 2.9315068493150687, ""24"": 3.5616438356164384, ""25"": 3.8493150684931505, ""26"": 3.767123287671233, ""27"": 3.8767123287671232, ""28"": 3.643835616438356, ""29"": 3.6301369863013697, ""30"": 3.5205479452054793, ""35"": 3.589041095890411, ""37"": 3.5753424657534247}","{""1"": 3.3424657534246576, ""2"": 3.7397260273972603, ""3"": 3.5821917808219179}",3.5357030004951312
2021236657,282,"{""25"": 3.7142857142857143, ""26"": 3.8000000000000000, ""27"": 3.8571428571428571}","{""1"": 3.5714285714285714, ""2"": 3.7714285714285714, ""3"": 3.5857142857142857}",3.5154051127819549
